firm,firm_ticker,model_company,model,event_date,relationship,value,evidence_text,source_name,source_url,source_date,before_event_date,confidence,notes
Infineon,IFX GR,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Infineon is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Infineon is not a designated business_upstream firm.
Infineon,IFX GR,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of 英飞凌 supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Infineon,IFX GR,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Infineon is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Infineon,IFX GR,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of 英飞凌 integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Infineon,IFX GR,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of 英飞凌 developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Fortinet owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Fortinet making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Fortinet providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Fortinet is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Fortinet is not a designated business_upstream firm.
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Fortinet supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Fortinet is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Fortinet integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Fortinet,FTNT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of Fortinet developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that 三菱电机 owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of 三菱电机 making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of 三菱电机 providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Mitsubishi Electric is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Mitsubishi Electric is not a designated business_upstream firm.
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of 三菱电机 supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Mitsubishi Electric is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of 三菱电机 integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Mitsubishi Electric,5803 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of 三菱电机 developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that NXP Semiconductors owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of NXP Semiconductors making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of NXP Semiconductors providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] NXP Semiconductors is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,NXP Semiconductors is not a designated business_upstream firm.
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of NXP Semiconductors supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: NXP Semiconductors is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of NXP Semiconductors integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
NXP Semiconductors,NXPI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of NXP Semiconductors developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that 创见资讯 owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of 创见资讯 making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of 创见资讯 providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] 创见资讯 is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,创见资讯 is not a designated business_upstream firm.
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of 创见资讯 supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: 创见资讯 is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of 创见资讯 integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
创见资讯,3443 TT,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of 创见资讯 developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that 富士通 owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of 富士通 making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of 富士通 providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Fujitsu is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Fujitsu is not a designated business_upstream firm.
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of 富士通 supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Fujitsu is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of 富士通 integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Fujitsu,6702 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of 富士通 developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Thomson Reuters owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Thomson Reuters making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Thomson Reuters providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Thomson Reuters is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Thomson Reuters is not a designated business_upstream firm.
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Thomson Reuters supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Thomson Reuters is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Thomson Reuters integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Thomson Reuters,TRI,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of Thomson Reuters developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that NEC owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of NEC making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of NEC providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] NEC is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,NEC is not a designated business_upstream firm.
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of NEC supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: NEC is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of NEC integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
NEC,6701 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of NEC developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Baidu owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Baidu making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Baidu providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Baidu is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Baidu is not a designated business_upstream firm.
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Baidu supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Baidu is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Baidu integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Baidu,BIDU,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,1,Baidu launched ERNIE Bot as a directly competing foundation model/AI platform versus OpenAI models.,Baidu Official,https://ir.baidu.com/news-releases/news-release-details/baidu-launches-ernie-bot,2023-03-16,yes,high,
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Datadog owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Datadog making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Datadog providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Datadog is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Datadog is not a designated business_upstream firm.
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Datadog supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Datadog is NOT classified as business_downstream under the narrowed definition. Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core business does not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for review.,Researcher Convention,N/A,N/A,N/A,low,BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. Review whether core business qualifies. Previous value=1.
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Datadog integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Datadog,DDOG,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of Datadog developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that 松下 owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of 松下 making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of 松下 providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Panasonic is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Panasonic is not a designated business_upstream firm.
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of 松下 supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Panasonic is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of 松下 integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Panasonic,6954 JP,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of 松下 developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Workday owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Workday making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Workday providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Workday is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Workday is not a designated business_upstream firm.
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Workday supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Workday is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Workday integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
Workday,WDAY,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of Workday developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that Ericsson owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of Ericsson making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of Ericsson providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] Ericsson is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Ericsson is not a designated business_upstream firm.
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of Ericsson supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Ericsson is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_downstream,0,"No public evidence found of Ericsson integrating, using, or distributing OpenAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Ericsson,ERIC,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,competitor,0,No public evidence found of Ericsson developing or offering directly competing foundation models or AI platforms vs OpenAI before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,owner,0,"No public evidence found that CareCloud owns, controls, or directly develops OpenAI or its models before event date",N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,investor,0,No public evidence found of CareCloud making equity investment in OpenAI before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,cloud,0,No public evidence found of CareCloud providing cloud/infrastructure services to OpenAI before event date,N/A,N/A,N/A,N/A,high,
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_upstream,0,[BUSINESS POSITION] CareCloud is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,CareCloud is not a designated business_upstream firm.
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,real_upstream,0,"No public evidence found of CareCloud supplying key upstream inputs (GPUs, chips, infrastructure) to OpenAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
CareCloud,CRWV,OpenAI,gpt-oss-20b; gpt-oss-120b,2025-08-05,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: CareCloud is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
